text,label
今週、ちょっと面倒臭いかもしれないのですが「ひとりドキュメンタリー番組の密着取材」を受けているとイメージしてみてください。たとえばあなたがお花屋さんでお花を買ったとします。そしたら、架空の密着取材の人に「何でお花を買ったんですか？」と質問される。あなたは「私は空間の中に、こう、ほわっと優しい存在があるのが好きなのね。ガツガツしている時って優しさを忘れがちになっちゃうじゃない？」と答える。そういう「何で〇〇の行動を大切にしているか」を、日常生活で見つけて答えていってほしいのです。「なぜとりあえずビールなのか？」とかですね。そのやりとりに、あなたがこれから出会う人たちに対して伝えていきたい「あなたが大切にしたい世界観」が必ず含まれているから。恋愛面でも価値観をちゃんとぶつけ合ったりしていくとき。今週は多少喧嘩腰でも構いません。「そんな条件はおかしい」とか、自分が思っていることをちゃんと伝えていくときです。,pisces
今のあなたって「いつ本気が試されるかわからない状況」が常にあります。角を曲がったら「あなた今から本気出せる？」と問われるみたいな。だから、正直自分の準備が完璧に整っていなくても大丈夫です。とりあえず「できます！」と言ってみてください。あと、恋愛面も含むのですが、今週のあなたは嘘をかなり見抜きます。勘が冴えているのです。だから、「あー、それでいいよ」とか、そうやってテキトーに合わせられることをすごく嫌う空気が出ています。今週、自分の本気度や温度が100℃に近くなるので、自分の温度が下がるような言動を他人からされたら「あ、ごめん、それは今度にしてもらえる？」と言って、その場から去っても大丈夫です。きちんと話ができる人に、自分が訴えたいことを伝えること。今週、色々な場面で「意見を言わないことは、いないのと一緒」という状況があったりします。だから、自分の言いたいことを準備しておいて。大丈夫。言っちゃえばそんなに怖くないから。,aries
僕は牡牛座の人にアドバイスをするときに気をつけていることがあって、牡牛座って「わかった。じゃあとことんやってやるよ」とブチ切れることがある星座なのです（笑）。怒りでも、喜びでも、集中しなきゃいけないことでも、それを100％堪能したり、向き合ったりするときに「とことんやってやる」ってブチ切れる方式を選ぶのです。それがもちろん良いシーンもたくさんあるのですが、今週は「あー、腹立つ、とことんやってやろうか」ってやっちゃうと、せっかくの良い動きも含め、あなたの波が止まってしまうことがありそうなのです。だから、「移動」を意識してほしいし、外に出て、外の空気を吸ってほしいのです。恋愛面でも「今、この人に対してどうしたら良いのかわからない」と思ったら、今その問題すべてを解決する必要はないですからね。膠着や、硬直がありそうになったら「とりあえず外のコンビニに行こう」とか思ってください。,taurus
あなたは時々、生きるために「無視」を積極的にしなければいけません。それは、いきなり話を遮断するのではなくて「あー、なるほど。そういうことですか。やってみますね（ニコッ）」とやって流す形で。ごめんなさい、こんな過激なことで。あなたは今、一生懸命やっています。そして、あなたにしかできない「理想図」を完成させようと、自分なりにすごくコツコツやってきたのです。だからこそ、今のあなたってセンシティブになったり、デリケートになったりする部分が出てきます。そこまで頑張っているあなたが他人からとやかく言われるいわれはないです。だから、たまに「あー、大人になったなぁ私。昔だったらこんなことに我慢できなかった」とつぶやいて、自分を褒めてあげてほしいのです。恋愛面は、夕暮れを散歩するとか、ちょっと寂しさと、暖かさの中間にある感じがいいです。屋内にいるよりも、野外を少し歩いてみるのがおすすめです。,gemini
「自分の人格は、他人からつくられるものでもある」という感覚を、今週は大事に持っていてほしいのです。縁のある人間関係ってすごく不思議で、相手がまだその人のことを充分に知っていないのに「あなたってこういうこともできそうだね」と、自分でも知らなかった“自分の才能”を発見してもらうことがあります。もちろん、全部が全部、そういう話に乗らなくてもいいのですが、今週あたりで「あなたが言うのなら」と、そういう誘いに乗ってしまってもいいことがあります。恋愛面でもそうなのですが、もちろん、今は全部「他人任せ」にするということではなくて、自分に与えられるであろう新しい環境の中で、何をしていきたいか、そういう「志」の部分がとても大切になっていきます。,cancer
今週、「耳にいつもヘッドフォンとか、防音のフードみたいなものをかけている」と、イメージでいいからやってほしいのです。どうしてかと言うと、今週のあなたは自分の方針とかやっていくことが「カチッ」とハマって、自分のやり方をとにかく進行させていくだけのフェイズに入るからです。ですから、雑音への接し方には注意が必要で、他人からのアドバイスとか、突然何か言われるようなことに対して、「半分聞こえるくらいの耳」を用意しておいてください。もちろん、今あなたがやっていることは完璧ではないからこそ、指摘されたら弱いところがあります。でも、だからこそ、あなただけは自分の「進行」を信じて自分のやり方を守っていってあげなきゃいけないときです。恋愛面も立ち話とかで意外とすごく気が合いそうな人などが出てくる気配があります。気取らない、準備しない立ち話が結構良いです。,leo
この3月って、乙女座はどこかで「他人からの評価」から距離を置く必要が出てきます。これは別に「他人からの要望を全て無視して、自分の好き勝手やる」ということではないのです。そうではなくて、「自分がやってきたことを、一カ所を指摘されると、自分のすべてを否定された気持ちになって崩れ落ちるような感覚を覚える」という人は、今まですべてを自分に詰め込んでやりすぎてきた人です。それってすごいことで、「難しい」とか「無理」とか「疲れた」と言わずに、ひとりで奮闘してきたのだから。その疲れがそろそろ出ている人もいます。だから、今週はひとつの作業が終わるごとに、終わらなくてもいいです。「お疲れさま」と立ち止まって、心を込めて自分に声を掛けてあげてください。恋愛面を含む他人にも、思いやりを持つ余裕がなくなり、誤解などが出てきやすいです。それも、立ち止まって「お疲れさま」と言い合えると、ちゃんと色々進展していきます。,virgo
今週、「人の心を理解すること」が大事になります。もちろん、人間同士って不完全だから、読心術があったとしても、他人の気持ちを100％理解しようとすることはできないと思います。でも、今のあなたができることって、独断独行で進めていくのではなくて「私はこういうことをやっていきたい」と正直に伝えて、それで応援してもらえる土壌をつくっていくことです。人って、目の前にいる人が「自分を理解しようと心を傾けてくれている人なのか」、それとも「ただ自分の言い分を伝えているだけの人なのか」って、それはもう感覚的にすぐにわかります。だから、恋愛面も含めて「あなたのことをわかりたい」と、自分から相手を決めつけないで、話してみたり、「あ、そういうことだったのか」と言うコミュニケーションを大切にしてみてください。,libra
今の蠍座におすすめしたいのが、温泉やスーパー銭湯です。できれば、野外にお風呂があるところで、そこで「あー、生き返るー」と言ってお湯の中に入ってみてください。色々な都合があってそういうところに行けない人は自宅で「お風呂上りに炭酸系の飲料を飲む」という儀式をやってみてください。マッサージでも、エステでも、自分でできるストレッチでも、少し体を緩めて、それで「プハー、生き返るー」と叫んでいくことでリフレッシュに繋がります。また、ここまで駆け抜けてきて、周りの人に対して「疲れたー」とあんまり言えなかった人。自分で背負わなければいけなかった人もいると思います。本当にお疲れさまでした。毎日万全じゃない中でやってきたあなたはすごいですよ。恋愛面は、一緒に友達同士でもいいので、「お疲れ様ー」と乾杯し合う時間を持ってみてください。,scorpio
他人の問題、そして自分の問題を「解決していく」って、実は相当程度体力がいる行為なのです。だから、今週の射手座は「他人の笑顔を見ること」とか「他人に喜んでもらうこと」に対して、ちょっと警戒心を持ってもらいたいのです。そこまで今週のあなたは「良い人」である必要はないと思います。今週のあなたにモチベーションを回復するためにやってもらいたいことがあります。それは「可愛い人および、格好いい人を見る1週間にする」と宣言してほしいのです。対象は2次元・3次元どっちでもいいです。射手座って、「あー、可愛い！」と言って、顔面を近づけて可愛い対象の匂いを鼻孔いっぱいに吸うなど、そういう「ペロペロタイム」がないと頑張れない人です。動物が苦手じゃなければ、犬など動物でも大丈夫です。恋愛面は好きなタレントさんとか、モデルさんとか、そういうあなたが「美」を感じる人を「〇〇様～！」と言って眺めるのが大吉です。,sagittarius
ちょっと不思議な話だと思って聞いてもらいたいのですが、普通に生きてきて、いきなり「運命」というものに出合うことって急に出てきます。運命って、急に出てきて「あなたは、どうする？」と、急に尋ねてくるような印象があったりします。自分がどうしていくのが理想で、そのために何を選んでいくか。そういうことを急に訊ねられたり、急に実行しなければいけなくなってきているので、今の山羊座にある状況であったりします。急に大きなチャンスの話が出てきたり。だからこそ、理想があっても、現実は一歩一歩やっていってください。今、「ここはいいや」と細かいところを見過ごすことは、後で痛手になってきてしまうから。状況を信頼して、ひとつひとつやっていってくださいね。恋愛面は細かいところで「言った」「言ってない」のすれ違いが起きやすいときなので、感情的にならないで、落ち着いていれば大丈夫です。,capricorn
水瓶座って、人と話をする時に相手の「深さ」のようなものを見ます。「あ、この人は多分そこまで深い話を求めていないな」と思ったら、相手のレベルに合わせて話をするのです。ですから、今週はもしそういう「深い話」ができない状況だったら、自分なりに「深さに入っていく時間」を持ってみてほしいのです。今のあなたって、雑誌とか、メディアとかの情報を集めて「私が美しいと感じるものは何か」「私が惹かれていく空間はどういうところか」など、そういう、自分の感性のアンテナに引っ掛かる対象を、再び色々な情報を収集して再編成しようとしています。ですから、今週は広くリサーチの時間にあててみると思って、自分の世界に浸ってください。恋愛面は、深くて変態的な話が出来る人がいいです。そういう人って、変な話をした時に目を輝かせますから、そこで判断してみてください。,aquarius
今週は朝起きたら「今日は遊ぶ！　明日も遊ぶ！　明後日も遊ぶ！」と宣言してください。いわゆる、今の時期のあなたは「真面目」もそこそこにして、「遊ぶために、そして、感動をするために私は生きている」という原点に帰っていく必要があるのです。ですから今週は、すごくハッキリと「遊びのない人に用がない」くらいの気持ちを持っていて大丈夫だと思います。「この人、人生を遊んでいるなぁ。楽しもうとしているなぁ」という人って、よくよく観察してみると、ただの楽観的な人じゃなくて、必ずその人なりのポリシーと、美意識があるはずです。そして、そのポリシーと美意識なんて、全員に賛同される必要なんてないものです。恋愛面でも、「この人ちょっと変わってるな」という人とすごく縁があります。まず手始めに、絶望的にくだらない映画などを自宅で観てみたりしてください。頭のネジをちょっとだけ緩めること。,pisces
もうひとつ、今週の牡羊座にお伝えしたい言葉があります。それは「自分がこだわっていることに対して誇りを持って」ということ。すごく不思議なのですが、牡羊座の人って自分の趣味でプロ級の料理を作っているところがあっても「いやいや、こんなの誰でもできるよ」と言って、謙遜して隠れちゃうところがあるのです。自分の中で大切にしたい世界があると、あなたはそれを必ず「個人の趣味の範囲を超えて」、全精力を傾けてやることがあります。それを、恥ずかしがらずに前に出していってほしいのです。「自分が作るもの、そして、自分が関わるもの、場所、人、全部好き！」と今週は宣言してみてください。恋愛面でもそうなのですが、あなたは遠慮ではなくて「大好き！」と宣言しちゃうところからいろいろな動きが始まっていきます。「私に興味持ちなさいよ！」くらいの強引さがあってもいいので、あなたの「好き！」という力で今週も周りの人を幸せにしていってください。そういう不思議な力の使い方は、あなたにしかできないことだから。,aries
でも、今週は色々なレベルとか、人間関係が「混ざって良い」と思ってほしいのです。「仲間とおしゃべりの時間をしていて、くだらない話をしようと思っていたら、思いのほかシリアスな展開になった」など、そういうことを今週は歓迎してほしいのです。もうひとつ、今のあなたって自分の中で頑張って「体制をつくり上げよう」としている部分があると思います。0から始めてきたことを軌道に乗せようとしていたり。そういうことに対して、「自分ひとりで全部をやる」という意識よりは、周りの人に愚痴も含めて共有してほしいのです。あなたは、真剣であればあるほど、「他人に変な心配を掛けたり、口出しをされたりしたくない」という気持ちが強くなります。でも、今週は恋愛面も含め、もうちょっとだけガードを緩くして「今こういう状態なんだよね」とお話したほうが良い時期です。ガードを少しだけ下げてみる。,taurus
今の双子座って、ちょっと自分への自信を無くしちゃっている人も出てきていると思います。それは、単純にこれまでの流れが過酷なところもあったし、「やってもやっても目の前のことが終わらない」という忙しさもあったからかもしれないから。そして、「自分のやりたいことと、周りの認識のズレ」も出やすいところもありました。だから、あなたに伝えたいです。これまでのあなたは、別に間違ったことはしてきていません。転ぶことがあっても、こんがらがるところがあっても、思ったより手間取ったところが出てきても、あなた自身はちゃんとそこに取り組んできましたよ。結果って、波なんです。結果が停滞してしまうときはどうしてもあります。だから、腐らないで、もしできたら恋愛面でも「屋台」を感じさせるお店でごはんを食べて、それで「お疲れ様～」と言って乾杯してください。ちゃんと笑えるので、もう少しだけ踏ん張ってみてください。,gemini
蟹座には「隠れ体育会系気質」があって、文化祭や体育祭で、練習時にはクラスの後ろのほうで「いいよ、別に私は。そこまで本気出したくない。恥ずかしい」とか言っているのですが、本番が近づいてくるに従って、「みんなで神輿をかついで、本気で行けるところまで行ってみたい」という気持ちが出てきます。「今熱くならんでいつ熱くなる」という機会があるときに、蟹座は本気を出したくなるのです。ひとつだけお伝えさせてください。あなたはそのままの形で頑張って評価されるときです。ただし、蟹座は自分が「本気モード」のときには、自分にも、そして他人にも普段比の700％ぐらい厳しくなります。「きっちりやりきらない人をぶった斬りたくなる」という気持ちが出てくるのです。すべての問題に対して白黒ハッキリつけようとせず、グレーゾーンを残しておいてください。「情けは人の為ならず」ということわざの意味を、今週はちょっと自分なりに考えてみてください。ごめんなさい、何か言いつけるみたいで。,cancer
今週のあなたに対しては「怒りの力を借りる必要もある」と言いました。それは、「この野郎。ちゃんとギタンギタンにしてやるからな」とか、そういう台詞は独り言でも言っておいてほしいのです。今の獅子座って他人から必要以上に期待されてしまったり、また、あなた自身が色々な理不尽を飲み込まなければいけなかったりします。それに対して言いたいのが、あなた自身はまったく悪いわけではないのです。ただ、ちょっと思うようにならないところもあったりします。ここで言わせてください。この状況にあって、あなたがやっていることって、ほかの人にはできないすごいことなのです。だから、あなたのことを応援させてください。そして、何回も言うようですけど、頑張っています。怒りをネタにして、愚痴を言える時は言ってください。恋愛面は「相手のさっぱりした対応が腹立つ」ということもあります。今週はちょっとだけ他人とは距離を取る時間もつくって、あたたかい飲み物を飲んで「ぜってー許さねー」とか、怒りの力を燃やしていってください。怒ったぞ。プンプンって。,leo
ここ最近のあなたは「いえいえ、私なんて」という自分の評価で物事を進めようとしても、あまりうまくいきません。でも、もう経験している人もいると思うのですが、ここ最近の乙女座は「私これやります」「こういう形でやっていきたいです」と、周りに対してきちんと意思表示をすることで、思っていた以上に応援される、新しい風が吹いていることを実感することが多いはずです。「遠慮ではなくて、前へ」。それが今のあなたに対して贈りたい言葉です。恋愛面でも、他人の顔色を見る形ではなくて「私はこうしたいです」「こうしていきます」と宣言していったほうが、あなたの魅力が発揮されていきます。今週、遠慮は無用です。言いたいことは前に出て伝えていってしまったほうが良いです。,virgo
あなたにお伝えしたいことがあって、今年、そして、この3月って「話を聞くふり」とか、そういうテクニックも大切にしてほしいのです。今年の半ばを過ぎたあたりで、周りの人のあなたを見る目って変わっていきます。どうしてかと言うと、あなたは自分の信念とかポリシーをベースにして、ちゃんと実績を残していくからです。今のあなたの立場が、必ずしもあなたが「心からやりたいこと」でなかったとしても、ちゃんとあなたは自分のやるべきことを、やり遂げていきます。だから、2019年のあなたには何回も言うのですが、10人中10人の人に理解なんかされなくて大丈夫です。今のあなたはそこまで生ぬるく、そして、無個性で生きることなんて不可能だから。暴れるための準備。信用を獲得するための誠実さ。それが、恋愛面でも、人間関係でも、コツコツとあなたが今やっていることです。自分で自分を理解していきたいと思えば大丈夫です。他人の理解を過度に求めなくても大丈夫だから。,libra
今週のあなたは、スピードをかけるところはかけながら、「70点で済ましてはいけない箇所」がいつもよりも多くあったりします。それは別に「仕事を丁寧にやってください」ということよりは、「今日のごはん、一品だけ手作りしよう」などで良いです。「この飲み物だけ、深呼吸をしながらゆっくり味わおう」などをしてみて欲しいのです。そして、対人関係や恋愛面についても「うーん、それはちょっと自分なりに考えてみたいです」「今週はちょっと忙しくて、プライベートのメールの返信がなかなかできなくなるかもしれない。ごめんね」とか、自分のペースを守る意識が必要になります。あなた自身が今、色々なことに対して「自分なりに突き詰めて考えて、取り組んでいきたい」と集中力が増している期間なので、あまり周りに邪魔されないようにしてあげてくださいね。,scorpio
今週も含めて、あなたは「色々なものを背負うんじゃなくて、少し解放されたい」と思うことがあったりします。それは弱音で言っているわけではなくて、先週もお伝えしたように「自分が解決屋さんになって、ずっと先頭に立って周囲の問題を解決していくこと」に対して、多少のいら立ちを感じ始めてきているのです。「自分の頭で考えて、自分でやって！」と叫びたい（笑）。今のあなたは、少しだけ帰りが遅くなっても良いです。「隣の席の喧騒」をBGMにして、カフェでひとりぼーっと飲み物を飲む時間を持ってみてください。「自分の問題」にいっぱいいっぱいになっているときって、意外と「カフェで全然関係ない人達の話」を聞くと、癒されたり、自分の問題に新しい切り口が与えられたりするから。恋愛面でも喫茶店などで話をしない時間があってもゆっくりコーヒーを飲んだり、そういう時間がすごく良いです。,sagittarius
そして今週、大事なことは、「周囲の神経質に巻き込まれないこと」となります。ここからは少し砕けた言い方でお伝えしたいのですが、ほら、よくあるじゃないですか。「今のうちに〇〇はちゃんとやっておいたほうが良いよ」とか「これくらい押さえておかなければダメ」とか、そういうアドバイス。そういうアドバイスってもちろんありがたいのですが、今のあなたは「全部に頑張ること」なんてやっていたら倒れます。だから、そこはマイペースでやってください。山羊座って、他人の意見にちゃんと聞く耳を持ちます。でも、限度を超えて「自分のテリトリーに強引に入ってこられること」があるとパニックを起こすか、相手を徹底的に遮断するかのどちらかになるので、「それはちょっと今難しい」などとちゃんと伝えていってください。恋愛面は「あなたのそういうところ可愛い」とか、相手のキラキラしたところに気づいたらちゃんとリップサービスをするとか、そういう作業が大事になります。,capricorn
今週は「頑張らなきゃ」という掛け声に注意してください。「あー、もっと私頑張らなきゃ」とか、それってもう無意識で言ってしまっている人もいらっしゃると思います。もちろん、その掛け声は良い場合ももちろんあるのですが、今の時期の水瓶座は「もう、頑張っている」って、自分のこれまでに対して言ってあげてほしいのです。「頑張れ」という言葉が「うっ」となって響くときって「これまではそんなに頑張っていないよ」と否定語として聞こえるからなのです。だから「もっと頑張れ」って。そういうのが苦痛に感じるぐらいまで頑張ってきた人って、「もう頑張ってますよ」とちゃんと言ってあげてください。恋愛面ではどこかに出掛ける前に、部屋のテーブルの上だけ片づけたり、そういう「スッキリ」する感覚を持つとすごく良いです。,aquarius
今の魚座って「他人からのちょっとした一言」などで、意気消沈してしまったりしやすいです。何か自分なりに頑張っていこうとしていることがあったり、新しい目標が出てきたりする時期だからこそ、全然関係ないところで「あなたもっとこうやってみたら」と言われると、自分を否定された気持ちになりやすいのです。後、周りの人の頑張りを見すぎてしまう時期なので「上には上がいる」なんて思わないで良いです。今週、すごく大事なのは「私なりのマイペースをちゃんと守る」ということです。これは、毎日同じ分量だけ頑張るとかそういうことではなくて、「調子が悪くても、1㎜しか進めなくても、後退することがあっても、ちゃんと苦しむ」ということなのです。それが「向き合っている」ということだから。恋愛面はあまり将来のこととか、堅苦しい話というよりは、くだらない話とか情報交換できる時間を大切にしてあげてください。,pisces
牡羊座がこの春にやっていく「未知との遭遇」ってすごいものがあります。どういうものになっていくかと言うと、「自分の実力が結集する」「あ、こういう人に会いたかったんだよな」とか、「自分が溜めてきたり、磨いてきた、新しい自分のレベルにふさわしい出会いの機会に恵まれる」ということが多く起こってくるのです。そういう意味で、今週あたりから、あなたのほうから「新しい出会い」が入ってきてもいいように、扉を開けておく必要があります。具体的に、どうやって扉を開ける意識を持っておくかと言うと、「勇気を出して、良いと思ったモノや人を褒める」ことをぜひやってほしいのです。恋愛面でもそうなのですが、「〇〇さんってこういうところいつもみんなに優しいですよね」など、そういう、そこまで別にド本命の人じゃなくても、「褒める」という行為の中で出てくるテンションの高まりなどを感じられていけたらすごく素敵です。,aries
もうひとつ、今のあなたに言いたいことがあります。それは、「今、元気がないモードにいたら、元気が出ることをやってみてください」ということなのです。今週は、怒りにしろ、憂鬱にしろ、頑張らなきゃいけないことにも、あんまり入り込みすぎることはしないで、「あ、私これ以上このこと考えると腹立ってきて歯止めが効かなくなるな」と思ったら「その場から立ち去る」とか、席を外すとか、そういうことをやってほしいのです。イメージとして、楽しいことをやっていたとしても「最低2時間に1回はちょっと席を立って、その辺を少しだけ歩いたり、飲みものを飲んでみたり、そうやって気分転換をこまめに入れる」というのが元気を出していくポイントになります。恋愛面でも真剣になりすぎて、「自分の集中力の逃げ場がない」という状態になるぐらいまで根詰めないで、建物の中からでも良いので景色を見て、春を感じるなどしてみてくださいね。,taurus
今週はもうひとつ伝えさせてください。2019年に入った双子座がまずやったことって「再びカオスに入る」だったと思います。つまり、これまでの双子座って「自分に何ができるか」「自分は何が得意なのか」「自分が向き合わなければいけないものって何なんなのか」など、そういう根本からの自分と、そして、不安と向き合ってきた日々がありました。とてもとてもしんどいこともあったかもしれないですし、さらに、その愚痴も周りに対して言えなかったこともあったかもしれません。でも、ちゃんとあなたはこれから自分の足で立てていけるし、本当に、本当にここまでちゃんとしんどさと向き合ってきた人はお疲れさまでしたと伝えさせてください。「まだやることあるぜ」と思う人も、もちろん頑張ってもらいつつ、恋愛面も含めて「私、お疲れ様でした。区切りを入れつつ、とことん行く」という気持ちを持ち、仲の良い人たちと祝杯をあげてください。,gemini
ディスッているわけではないのですが、今の蟹座が疲れを溜めると「他人からの言動に対してイライラしやすくなったり」します。「え、何言ってるの？」とあなたのほうから突っかかったり、他人に対して強く言ってしまうことが多くなってしまったりするのです。それは「気持ちを張って、周辺の状況に自分を適応させよう」と頑張ってきたことから出た副産物です。だから、そこまであなたが気にしなくてもいいのですが、ピリピリモードを平穏に戻していくためには、今週は「座り心地の良い椅子がある空間やお店に行って、ひとりの時間を持って自分を回復させる」ことをやってみてください。ひとりの時間って、たとえば5分とかでもいいのです。「この一杯のお茶の香りと味と、そして、外の風景を、その間だけスマートフォンを操作せずに味わう」とか、豊かな孤独の時間を持つことを意識してみてください。恋愛面でも、この2019年の上半期まででも「人とのつながり」ってすごくやってきたから、今週はひとりの時間を持ってもすごくいいですよ。,cancer
どの占いでも「2019年の獅子座は強運」と言われる割合が強いと思いますし、僕の占いでもこの2019年の獅子座は強運と言っています。でも、その強運って、多少の波乱も含まれてしまうことでもあるのです。あなたの強運って、「波風を立てること」も含まれます。普段の獅子座って、もうちょっと準備に時間がほしい人なのです。獅子座の人って、心の準備がすごく大切だから、急に電話がかかってくることや、アポなしで会おうとする人に対して「お引き取りください」と言ったりします。「どういう用件ですか？」をちゃんと把握しておきたいから。でもね、今のあなたは想像以上に強いから、自分からでもアポなしでやっちゃったり、言っちゃったり、ぶっつけ本番で当たっちゃたり、自分の今をぶちまけてしまったりとか、体裁が整ってなくても全然大丈夫です。恋愛面でも、「この人すごいな。この人にしかできない生き方を生きてるな」とリスペクトされやすいときです。頼るときは頼り、前に進むときは進む。あなたは今カッコイイから。,leo
でも今の乙女座は自分自身も、そして、あなたの周りの環境も「自分の力でやってみる」という“自立”の方向に向かって動いている面があります。ですから、恋愛面でもそうなのですが、「自然に“やってあげて当たり前”とか“やってもらって当たり前”という、いわゆる当たり前の見直し」という作業が強く始まっている週になっています。ですから、今週はかなり基本的なことで「人の話をきちんと聞くことをやってみる」「感情的に、今の自分の気分で話を聞いてしまうことは危険だったりするので、冷静になる時間を必ず持つ」など、そういうことをちゃんとやってみてほしいのです。大丈夫。怖くないです。自分が前に進むときって、多少周りにいる人の「希望通り」にいかないことがあったり、ガッカリさせてしまうことがあっても全然大丈夫。「周囲の人間に対して、完璧な自分であろう」という姿勢って、実は自分の人生の変化を拒むやり方になってしまったりするから。,virgo
天秤座って、2019年が始まったときから「急加速するかのように、それこそ本当に色々な分野に対して手を付けて一気に片づける」とかやってきたし、その反動で「あー、もう脳みそが動かない。お昼に何を食べるか決めるのすら面倒くさい」とか、そういう加速とポンコツを繰り返しています。ですから、もしできたら、今週は「良いポンコツ」になることを目指してみてください。「今日持ってくるはずの資料、全部忘れてきちゃった。ごきげんよう」とか爽やかに言ってみてください。あなたは、今年、自分の色々な面を周りの人に向かって「さらす」ようなことをします。だから、別にカッコつける必要はなくて「ちゃんと決めるところは決めるけど、私、ポンコツなところもありますんで」と自己紹介しておいたほうが、あなたをもっと受け入れ、応援してくれる人が出てきたりします。恋愛面でもお互いのポンコツ部分を笑い合うなど、そういう余裕のあるやさしさをぜひやってみてください。,libra
では、今のあなたにやってほしい断捨離って何か。それはもちろん、色々といらなくなったものを思いきって捨ててみたり、掃除をしてみたり、そういうこともおすすめです。でも、それ以上にここでおすすめしたいのが、どこかで「うまくいかないことがあっても良い」と、自分のお腹の下あたりに手を置いて、自分に語りかけてあげてほしいのです。ちょっと怪しい話でごめんなさい（笑）。蠍座って、いわゆる「裏の顔」を持ちます。表の顔では人当りが良くて、すごく人の世話面倒を見るのですが、裏の顔というのがお腹の下あたりにあって、それは「絶対にこのままでは終わらんぞ」という、一種の復讐心というか、うまくいかない自分に対する激しい怒りの表情を持っていたりします。この時期、「私は何もない」と、それがすごく必要以上に自分を苦しめちゃうような感じ方もするので、「うまくいかない自分」に向かって「失敗するのが当たり前。ゆっくりやっていこうや」と自分で声を掛けてあげてください。恋愛面でも、人のことをちゃんと慰めるとか、すごく大事になってきます。,scorpio
射手座って人情深いところがあります。普段は「自分でやって！」と言ったりするのですが、近くにいる困った人については放っておけないところがあるし、「あなたの力を借りたい！」と言われると、喜んでそこに駆けつけるようなこともできます。でも、今のあなたに必要なことって、「困ったことや、困った人を、解決しない」ということなのかもしれません。「困ったこと」って、もちろん「嬉しいこと」に比べたりしたら、あんまり誰もが体験したくないことだと思うのですが、そこからつかんでいく「学習体験」もあるはずなのです。どこかで、この3月のあなたは、恋愛面でもそうなのですが「自分のことは自分でやって。だって、それはあなたの人生なのだから。私は応援しているよ」という、少し距離を取ったスタンスが大事になってきます。正解がない世界で、自分のことを精一杯やっていく。そこにはうまくいくことも、うまくいかないこともある。そうやって、自分の人生を生きているからこそ、人と会ったときの喜びって強くなるものなのだから。,sagittarius
今週も含めて、色々なチャンスに恵まれます。ですから、あなたは常に自分の中で「あなた自身は何をしたいの？」「あなた自身は何を今から具体的にやろうと思っているの？」と聞かれると思っていてください。「とにかく頑張ります」「とにかく認められるように頑張る」と宣言するフェイズではなくて、「私はこういうやり方で、こういう結果を出すために頑張っています」とか、そういう具体的な宣言の方が必要になってきている時期なのです。ごめんなさい、今週はちょっと面倒くさいアドバイスで。「何かをほしいなら、何をほしいのかを明確にする。そして、そのためにちゃんと言葉で他人に伝え、応援してもらったり、協力してもらったりする」という、一種の礼儀がすごく大事になってきます。恋愛面でも「親しき仲にも礼儀あり」という言葉のように、お願いしたいことや協力してもらいたいことを、きちんと礼を尽くして伝えていってください。,capricorn
今週、「節度」という言葉がキーワードになります。あなたの中で「この人は友達同士だけど、ちょっと色々なことを私に求めすぎ」とか感じたら、本人に思っていることを伝えてしまったほうが良くなるケースが多くあります。その場合はもちろん喧嘩腰に言うんじゃなくて、「こういうところはすごく助けられているんだけど、この部分に関しては、できればこうしてくれると助かる」と、“お願い”をしてみてほしいのです。今の水瓶座って、放っておいても自分のやるべきことをやっていきます。だから、恋愛面も含むのですが、ちゃんと礼儀や敬意を大切にして「親しき仲にも礼儀あり」ということを大切にされたほうが良いです。「まぁ、これくらい目をつむろう」とやっていると、逆にあなたがこれから活躍していくことに対してモヤモヤを残してしまったりするから。,aquarius
「頑固」ってあんまり良いイメージでは使われない言葉だと思います。でも、今のあなたは、ある程度「頑固」は守ってしまっても良いところがあります。というのは、魚座の中には「周りにいる人のことを気遣う」という、やさしさがやっぱり強くあるのです。だから、自由にやっているようでも「もっと私が頑張って、この人を引き立ててあげなきゃ」とか、自分が貢献して他人を輝かせようとする気持ちがあります。もちろん、そのやさしさは素晴らしいのですが、今は自分に目を向けて「こういうやり方で、こういう評価を得ていきたい」と、やっていってほしいのです。だから、今の時期にうまくいくことや、失敗することって、すごくあなたにとってためになります。恋愛面でも思いきって話をしてみたり、ある程度勇気を出してやっていくことで幸運を招きます。,pisces
今週のあなたにやってもらいたいことがあって、それは「3秒で決断ゲーム」です。これは、飲食店でメニューを見て「3秒以内に『これ食べたい！』と言って指差す」とか、そうやっていろいろなことを早く決断していくゲームです。今の牡羊座って、正直言って迷っている時間がもったいのです。やるのかやらないのか。手に入れていくのか、いらないものなのか。パッションがあるかどうかなのです。だから、不安があっても、そこにパッションがあるのならば、やったほうがいいです。そしてもうひとつ、今週は「これが私にとってクライマックスだ」と、目の前の課題に対して声を掛けてほしいのです。それだけ、ひとつの集大成をつくっていく人も多いから。恋愛面でも、いつもよりも時速30㎞ぐらい速度とテンションを増して、「私についてきてほしい」という真剣な気持ちを誰かに伝えていくとき。「私を見て、そして、応援をしてほしい」と。今週のあなたは、色々な物事をきちんと支配していく側に立っていきます。だから、勇気を持って。そして、自分の情熱をぶつけていって。,aries
